# x y rho ux uy
122 13 1.005730 0.074060 0.001845
122 14 1.005742 0.078382 0.002094
122 15 1.005755 0.082511 0.002351
122 16 1.005769 0.086440 0.002613
122 17 1.005783 0.090163 0.002879
122 18 1.005797 0.093675 0.003147
122 19 1.005812 0.096973 0.003414
122 20 1.005828 0.100052 0.003678
122 21 1.005844 0.102911 0.003936
122 22 1.005861 0.105548 0.004188
122 23 1.005878 0.107963 0.004430
122 24 1.005895 0.110156 0.004660
122 25 1.005913 0.112131 0.004877
122 26 1.005932 0.113890 0.005079
122 27 1.005951 0.115437 0.005264
122 28 1.005970 0.116778 0.005431
122 29 1.005989 0.117921 0.005578
122 30 1.006009 0.118871 0.005705
122 31 1.006028 0.119638 0.005811
122 32 1.006048 0.120231 0.005894
122 33 1.006068 0.120660 0.005955
122 34 1.006087 0.120935 0.005994
122 35 1.006107 0.121068 0.006010
122 36 1.006126 0.121070 0.006003
122 37 1.006144 0.120952 0.005973
122 38 1.006163 0.120726 0.005922
122 39 1.006181 0.120404 0.005850
122 40 1.006198 0.119997 0.005757
122 41 1.006215 0.119518 0.005645
122 42 1.006232 0.118977 0.005513
122 43 1.006248 0.118385 0.005364
122 44 1.006263 0.117753 0.005198
122 45 1.006277 0.117092 0.005016
122 46 1.006291 0.116410 0.004819
122 47 1.006304 0.115717 0.004609
122 48 1.006317 0.115022 0.004385
122 49 1.006329 0.114333 0.004151
122 50 1.006340 0.113657 0.003906
122 51 1.006350 0.113002 0.003651
122 52 1.006359 0.112373 0.003388
122 53 1.006368 0.111776 0.003117
122 54 1.006376 0.111218 0.002839
122 55 1.006383 0.110702 0.002555
122 56 1.006389 0.110234 0.002266
122 57 1.006395 0.109816 0.001973
122 58 1.006399 0.109451 0.001675
122 59 1.006403 0.109144 0.001375
122 60 1.006406 0.108895 0.001072
122 61 1.006409 0.108707 0.000767
122 62 1.006410 0.108580 0.000461
122 63 1.006411 0.108517 0.000154
122 64 1.006411 0.108517 -0.000154
122 65 1.006410 0.108580 -0.000461
122 66 1.006409 0.108707 -0.000767
122 67 1.006406 0.108895 -0.001072
122 68 1.006403 0.109144 -0.001375
122 69 1.006399 0.109451 -0.001675
122 70 1.006395 0.109816 -0.001973
122 71 1.006389 0.110234 -0.002266
122 72 1.006383 0.110702 -0.002555
122 73 1.006376 0.111218 -0.002839
122 74 1.006368 0.111776 -0.003117
122 75 1.006359 0.112373 -0.003388
122 76 1.006350 0.113002 -0.003651
122 77 1.006340 0.113657 -0.003906
122 78 1.006329 0.114333 -0.004151
122 79 1.006317 0.115022 -0.004385
122 80 1.006304 0.115717 -0.004609
122 81 1.006291 0.116410 -0.004819
122 82 1.006277 0.117092 -0.005016
122 83 1.006263 0.117753 -0.005198
122 84 1.006248 0.118385 -0.005364
122 85 1.006232 0.118977 -0.005513
122 86 1.006215 0.119518 -0.005645
122 87 1.006198 0.119997 -0.005757
122 88 1.006181 0.120404 -0.005850
122 89 1.006163 0.120726 -0.005922
122 90 1.006144 0.120952 -0.005973
122 91 1.006126 0.121070 -0.006003
122 92 1.006107 0.121068 -0.006010
122 93 1.006087 0.120935 -0.005994
122 94 1.006068 0.120660 -0.005955
122 95 1.006048 0.120231 -0.005894
122 96 1.006028 0.119638 -0.005811
122 97 1.006009 0.118871 -0.005705
122 98 1.005989 0.117921 -0.005578
122 99 1.005970 0.116778 -0.005431
122 100 1.005951 0.115437 -0.005264
122 101 1.005932 0.113890 -0.005079
122 102 1.005913 0.112131 -0.004877
122 103 1.005895 0.110156 -0.004660
122 104 1.005878 0.107963 -0.004430
122 105 1.005861 0.105548 -0.004188
122 106 1.005844 0.102911 -0.003936
122 107 1.005828 0.100052 -0.003678
122 108 1.005812 0.096973 -0.003414
122 109 1.005797 0.093675 -0.003147
122 110 1.005783 0.090163 -0.002879
122 111 1.005769 0.086440 -0.002613
122 112 1.005755 0.082511 -0.002351
122 113 1.005742 0.078382 -0.002094
122 114 1.005730 0.074060 -0.001845
122 115 1.005718 0.069549 -0.001606
122 116 1.005706 0.064859 -0.001378
122 117 1.005695 0.059994 -0.001163
122 118 1.005683 0.054963 -0.000963
122 119 1.005672 0.049773 -0.000779
122 120 1.005661 0.044428 -0.000613
122 121 1.005651 0.038937 -0.000464
122 122 1.005640 0.033305 -0.000335
122 123 1.005629 0.027536 -0.000226
122 124 1.005618 0.021637 -0.000138
122 125 1.005607 0.015610 -0.000071
122 126 1.005596 0.009459 -0.000026
122 127 1.005584 0.003186 -0.000004
123 0 1.005525 0.003175 0.000004
123 1 1.005536 0.009426 0.000026
123 2 1.005547 0.015555 0.000070
123 3 1.005557 0.021561 0.000135
123 4 1.005568 0.027440 0.000222
123 5 1.005579 0.033189 0.000328
123 6 1.005589 0.038802 0.000455
123 7 1.005600 0.044275 0.000600
123 8 1.005611 0.049602 0.000763
123 9 1.005622 0.054776 0.000944
123 10 1.005633 0.059793 0.001140
123 11 1.005644 0.064643 0.001350
123 12 1.005655 0.069322 0.001574
123 13 1.005667 0.073822 0.001809
123 14 1.005679 0.078136 0.002053
123 15 1.005692 0.082259 0.002305
123 16 1.005705 0.086183 0.002563
123 17 1.005719 0.089904 0.002825
123 18 1.005733 0.093416 0.003088
123 19 1.005748 0.096715 0.003350
123 20 1.005763 0.099799 0.003610
123 21 1.005779 0.102664 0.003865
123 22 1.005795 0.105309 0.004113
123 23 1.005812 0.107735 0.004352
123 24 1.005829 0.109941 0.004580
123 25 1.005847 0.111930 0.004794
123 26 1.005865 0.113704 0.004994
123 27 1.005884 0.115269 0.005178
123 28 1.005903 0.116629 0.005344
123 29 1.005922 0.117791 0.005491
123 30 1.005941 0.118763 0.005618
123 31 1.005960 0.119551 0.005723
123 32 1.005979 0.120166 0.005808
123 33 1.005999 0.120618 0.005870
123 34 1.006018 0.120916 0.005910
123 35 1.006037 0.121071 0.005927
123 36 1.006056 0.121095 0.005923
123 37 1.006074 0.120999 0.005896
123 38 1.006093 0.120794 0.005848
123 39 1.006110 0.120493 0.005778
123 40 1.006128 0.120107 0.005688
123 41 1.006144 0.119647 0.005579
123 42 1.006161 0.119124 0.005451
123 43 1.006176 0.118550 0.005305
123 44 1.006191 0.117934 0.005142
123 45 1.006206 0.117288 0.004963
123 46 1.006220 0.116620 0.004770
123 47 1.006233 0.115941 0.004563
123 48 1.006245 0.115258 0.004343
123 49 1.006257 0.114580 0.004112
123 50 1.006268 0.113914 0.003870
123 51 1.006278 0.113267 0.003618
123 52 1.006287 0.112647 0.003358
123 53 1.006296 0.112058 0.003090
123 54 1.006303 0.111506 0.002815
123 55 1.006310 0.110996 0.002534
123 56 1.006317 0.110532 0.002247
123 57 1.006322 0.110118 0.001957
123 58 1.006327 0.109757 0.001662
123 59 1.006331 0.109452 0.001364
123 60 1.006334 0.109205 0.001063
123 61 1.006336 0.109019 0.000761
123 62 1.006338 0.108894 0.000457
123 63 1.006339 0.108831 0.000152
123 64 1.006339 0.108831 -0.000152
123 65 1.006338 0.108894 -0.000457
123 66 1.006336 0.109019 -0.000761
123 67 1.006334 0.109205 -0.001063
123 68 1.006331 0.109452 -0.001364
123 69 1.006327 0.109757 -0.001662
123 70 1.006322 0.110118 -0.001957
123 71 1.006317 0.110532 -0.002247
123 72 1.006310 0.110996 -0.002534
123 73 1.006303 0.111506 -0.002815
123 74 1.006296 0.112058 -0.003090
123 75 1.006287 0.112647 -0.003358
123 76 1.006278 0.113267 -0.003618
123 77 1.006268 0.113914 -0.003870
123 78 1.006257 0.114580 -0.004112
123 79 1.006245 0.115258 -0.004343
123 80 1.006233 0.115941 -0.004563
123 81 1.006220 0.116620 -0.004770
123 82 1.006206 0.117288 -0.004963
123 83 1.006191 0.117934 -0.005142
123 84 1.006176 0.118550 -0.005305
123 85 1.006161 0.119124 -0.005451
123 86 1.006144 0.119647 -0.005579
123 87 1.006128 0.120107 -0.005688
123 88 1.006110 0.120493 -0.005778
123 89 1.006093 0.120794 -0.005848
123 90 1.006074 0.120999 -0.005896
123 91 1.006056 0.121095 -0.005923
123 92 1.006037 0.121071 -0.005927
123 93 1.006018 0.120916 -0.005910
123 94 1.005999 0.120618 -0.005870
123 95 1.005979 0.120166 -0.005808
123 96 1.005960 0.119551 -0.005723
123 97 1.005941 0.118763 -0.005618
123 98 1.005922 0.117791 -0.005491
123 99 1.005903 0.116629 -0.005344
123 100 1.005884 0.115269 -0.005178
123 101 1.005865 0.113704 -0.004994
123 102 1.005847 0.111930 -0.004794
123 103 1.005829 0.109941 -0.004580
123 104 1.005812 0.107735 -0.004352
123 105 1.005795 0.105309 -0.004113
123 106 1.005779 0.102664 -0.003865
123 107 1.005763 0.099799 -0.003610
123 108 1.005748 0.096715 -0.003350
123 109 1.005733 0.093416 -0.003088
123 110 1.005719 0.089904 -0.002825
123 111 1.005705 0.086183 -0.002563
123 112 1.005692 0.082259 -0.002305
123 113 1.005679 0.078136 -0.002053
123 114 1.005667 0.073822 -0.001809
123 115 1.005655 0.069322 -0.001574
123 116 1.005644 0.064643 -0.001350
123 117 1.005633 0.059793 -0.001140
123 118 1.005622 0.054776 -0.000944
123 119 1.005611 0.049602 -0.000763
123 120 1.005600 0.044275 -0.000600
123 121 1.005589 0.038802 -0.000455
123 122 1.005579 0.033189 -0.000328
123 123 1.005568 0.027440 -0.000222
123 124 1.005557 0.021561 -0.000135
123 125 1.005547 0.015555 -0.000070
123 126 1.005536 0.009426 -0.000026
123 127 1.005525 0.003175 -0.000004
124 0 1.005465 0.003164 0.000004
124 1 1.005476 0.009393 0.000025
124 2 1.005487 0.015502 0.000068
124 3 1.005497 0.021487 0.000132
124 4 1.005508 0.027346 0.000217
124 5 1.005518 0.033075 0.000321
124 6 1.005528 0.038670 0.000445
124 7 1.005539 0.044125 0.000588
124 8 1.005549 0.049435 0.000748
124 9 1.005560 0.054593 0.000925
124 10 1.005571 0.059595 0.001117
124 11 1.005582 0.064432 0.001323
124 12 1.005593 0.069099 0.001543
124 13 1.005605 0.073589 0.001773
124 14 1.005617 0.077895 0.002013
124 15 1.005629 0.082011 0.002261
124 16 1.005642 0.085930 0.002514
124 17 1.005655 0.089649 0.002771
124 18 1.005669 0.093161 0.003030
124 19 1.005684 0.096462 0.003289
124 20 1.005699 0.099549 0.003545
124 21 1.005714 0.102421 0.003796
124 22 1.005730 0.105074 0.004040
124 23 1.005747 0.107509 0.004276
124 24 1.005764 0.109728 0.004501
124 25 1.005781 0.111730 0.004714
124 26 1.005799 0.113520 0.004912
124 27 1.005817 0.115102 0.005094
124 28 1.005835 0.116481 0.005259
124 29 1.005854 0.117662 0.005405
124 30 1.005873 0.118654 0.005532
124 31 1.005892 0.119464 0.005638
124 32 1.005911 0.120101 0.005723
124 33 1.005930 0.120574 0.005786
124 34 1.005949 0.120894 0.005827
124 35 1.005968 0.121072 0.005847
124 36 1.005986 0.121118 0.005844
124 37 1.006005 0.121044 0.005819
124 38 1.006023 0.120860 0.005774
124 39 1.006040 0.120580 0.005707
124 40 1.006057 0.120213 0.005620
124 41 1.006074 0.119772 0.005513
124 42 1.006090 0.119268 0.005388
124 43 1.006105 0.118711 0.005246
124 44 1.006120 0.118112 0.005086
124 45 1.006135 0.117481 0.004911
124 46 1.006148 0.116827 0.004721
124 47 1.006161 0.116161 0.004517
124 48 1.006173 0.115490 0.004300
124 49 1.006185 0.114823 0.004072
124 50 1.006196 0.114167 0.003834
124 51 1.006206 0.113530 0.003585
124 52 1.006215 0.112917 0.003328
124 53 1.006224 0.112336 0.003063
124 54 1.006231 0.111790 0.002791
124 55 1.006238 0.111286 0.002512
124 56 1.006245 0.110827 0.002229
124 57 1.006250 0.110417 0.001941
124 58 1.006255 0.110060 0.001648
124 59 1.006259 0.109758 0.001353
124 60 1.006262 0.109514 0.001055
124 61 1.006264 0.109329 0.000755
124 62 1.006266 0.109205 0.000454
124 63 1.006266 0.109143 0.000151
124 64 1.006266 0.109143 -0.000151
124 65 1.006266 0.109205 -0.000454
124 66 1.006264 0.109329 -0.000755
124 67 1.006262 0.109514 -0.001055
124 68 1.006259 0.109758 -0.001353
124 69 1.006255 0.110060 -0.001648
124 70 1.006250 0.110417 -0.001941
124 71 1.006245 0.110827 -0.002229
124 72 1.006238 0.111286 -0.002512
124 73 1.006231 0.111790 -0.002791
124 74 1.006224 0.112336 -0.003063
124 75 1.006215 0.112917 -0.003328
124 76 1.006206 0.113530 -0.003585
124 77 1.006196 0.114167 -0.003834
124 78 1.006185 0.114823 -0.004072
124 79 1.006173 0.115490 -0.004300
124 80 1.006161 0.116161 -0.004517
124 81 1.006148 0.116827 -0.004721
124 82 1.006135 0.117481 -0.004911
124 83 1.006120 0.118112 -0.005086
124 84 1.006105 0.118711 -0.005246
124 85 1.006090 0.119268 -0.005388
124 86 1.006074 0.119772 -0.005513
124 87 1.006057 0.120213 -0.005620
124 88 1.006040 0.120580 -0.005707
124 89 1.006023 0.120860 -0.005774
124 90 1.006005 0.121044 -0.005819
124 91 1.005986 0.121118 -0.005844
124 92 1.005968 0.121072 -0.005847
124 93 1.005949 0.120894 -0.005827
124 94 1.005930 0.120574 -0.005786
124 95 1.005911 0.120101 -0.005723
124 96 1.005892 0.119464 -0.005638
124 97 1.005873 0.118654 -0.005532
124 98 1.005854 0.117662 -0.005405
124 99 1.005835 0.116481 -0.005259
124 100 1.005817 0.115102 -0.005094
124 101 1.005799 0.113520 -0.004912
124 102 1.005781 0.111730 -0.004714
124 103 1.005764 0.109728 -0.004501
124 104 1.005747 0.107509 -0.004276
124 105 1.005730 0.105074 -0.004040
124 106 1.005714 0.102421 -0.003796
124 107 1.005699 0.099549 -0.003545
124 108 1.005684 0.096462 -0.003289
124 109 1.005669 0.093161 -0.003030
124 110 1.005655 0.089649 -0.002771
124 111 1.005642 0.085930 -0.002514
124 112 1.005629 0.082011 -0.002261
124 113 1.005617 0.077895 -0.002013
124 114 1.005605 0.073589 -0.001773
124 115 1.005593 0.069099 -0.001543
124 116 1.005582 0.064432 -0.001323
124 117 1.005571 0.059595 -0.001117
124 118 1.005560 0.054593 -0.000925
124 119 1.005549 0.049435 -0.000748
124 120 1.005539 0.044125 -0.000588
124 121 1.005528 0.038670 -0.000445
124 122 1.005518 0.033075 -0.000321
124 123 1.005508 0.027346 -0.000217
124 124 1.005497 0.021487 -0.000132
124 125 1.005487 0.015502 -0.000068
124 126 1.005476 0.009393 -0.000025
124 127 1.005465 0.003164 -0.000004
125 0 1.005406 0.003154 0.000004
125 1 1.005416 0.009362 0.000025
125 2 1.005427 0.015450 0.000067
125 3 1.005437 0.021415 0.000130
125 4 1.005447 0.027254 0.000213
125 5 1.005457 0.032964 0.000315
125 6 1.005468 0.038540 0.000436
125 7 1.005478 0.043978 0.000576
125 8 1.005488 0.049271 0.000733
125 9 1.005499 0.054414 0.000906
125 10 1.005509 0.059401 0.001095
125 11 1.005520 0.064225 0.001297
125 12 1.005531 0.068880 0.001512
125 13 1.005542 0.073360 0.001739
125 14 1.005554 0.077658 0.001974
125 15 1.005566 0.081767 0.002217
125 16 1.005579 0.085682 0.002466
125 17 1.005592 0.089398 0.002719
125 18 1.005606 0.092909 0.002974
125 19 1.005620 0.096212 0.003228
125 20 1.005634 0.099304 0.003480
125 21 1.005650 0.102181 0.003728
125 22 1.005665 0.104842 0.003969
125 23 1.005681 0.107287 0.004202
125 24 1.005698 0.109517 0.004424
125 25 1.005715 0.111533 0.004634
125 26 1.005733 0.113338 0.004831
125 27 1.005750 0.114937 0.005011
125 28 1.005769 0.116333 0.005175
125 29 1.005787 0.117534 0.005321
125 30 1.005806 0.118545 0.005447
125 31 1.005824 0.119376 0.005553
125 32 1.005843 0.120034 0.005639
125 33 1.005862 0.120529 0.005703
125 34 1.005880 0.120871 0.005746
125 35 1.005899 0.121071 0.005767
125 36 1.005917 0.121139 0.005766
125 37 1.005935 0.121086 0.005744
125 38 1.005953 0.120924 0.005700
125 39 1.005970 0.120664 0.005636
125 40 1.005987 0.120317 0.005552
125 41 1.006004 0.119895 0.005449
125 42 1.006019 0.119409 0.005327
125 43 1.006035 0.118869 0.005187
125 44 1.006050 0.118286 0.005031
125 45 1.006064 0.117670 0.004859
125 46 1.006077 0.117031 0.004672
125 47 1.006090 0.116378 0.004471
125 48 1.006102 0.115719 0.004258
125 49 1.006114 0.115063 0.004033
125 50 1.006124 0.114418 0.003798
125 51 1.006134 0.113790 0.003552
125 52 1.006143 0.113185 0.003298
125 53 1.006152 0.112611 0.003036
125 54 1.006160 0.112072 0.002766
125 55 1.006166 0.111573 0.002491
125 56 1.006173 0.111120 0.002210
125 57 1.006178 0.110714 0.001925
125 58 1.006183 0.110360 0.001635
125 59 1.006187 0.110061 0.001342
125 60 1.006190 0.109819 0.001047
125 61 1.006192 0.109636 0.000749
125 62 1.006193 0.109513 0.000450
125 63 1.006194 0.109452 0.000150
125 64 1.006194 0.109452 -0.000150
125 65 1.006193 0.109513 -0.000450
125 66 1.006192 0.109636 -0.000749
125 67 1.006190 0.109819 -0.001047
125 68 1.006187 0.110061 -0.001342
125 69 1.006183 0.110360 -0.001635
125 70 1.006178 0.110714 -0.001925
125 71 1.006173 0.111120 -0.002210
125 72 1.006166 0.111573 -0.002491
125 73 1.006160 0.112072 -0.002766
125 74 1.006152 0.112611 -0.003036
125 75 1.006143 0.113185 -0.003298
125 76 1.006134 0.113790 -0.003552
125 77 1.006124 0.114418 -0.003798
125 78 1.006114 0.115063 -0.004033
125 79 1.006102 0.115719 -0.004258
125 80 1.006090 0.116378 -0.004471
125 81 1.006077 0.117031 -0.004672
125 82 1.006064 0.117670 -0.004859
125 83 1.006050 0.118286 -0.005031
125 84 1.006035 0.118869 -0.005187
125 85 1.006019 0.119409 -0.005327
125 86 1.006004 0.119895 -0.005449
125 87 1.005987 0.120317 -0.005552
125 88 1.005970 0.120664 -0.005636
125 89 1.005953 0.120924 -0.005700
125 90 1.005935 0.121086 -0.005744
125 91 1.005917 0.121139 -0.005766
125 92 1.005899 0.121071 -0.005767
125 93 1.005880 0.120871 -0.005746
125 94 1.005862 0.120529 -0.005703
125 95 1.005843 0.120034 -0.005639
125 96 1.005824 0.119376 -0.005553
125 97 1.005806 0.118545 -0.005447
125 98 1.005787 0.117534 -0.005321
125 99 1.005769 0.116333 -0.005175
125 100 1.005750 0.114937 -0.005011
125 101 1.005733 0.113338 -0.004831
125 102 1.005715 0.111533 -0.004634
125 103 1.005698 0.109517 -0.004424
125 104 1.005681 0.107287 -0.004202
125 105 1.005665 0.104842 -0.003969
125 106 1.005650 0.102181 -0.003728
125 107 1.005634 0.099304 -0.003480
125 108 1.005620 0.096212 -0.003228
125 109 1.005606 0.092909 -0.002974
125 110 1.005592 0.089398 -0.002719
125 111 1.005579 0.085682 -0.002466
125 112 1.005566 0.081767 -0.002217
125 113 1.005554 0.077658 -0.001974
125 114 1.005542 0.073360 -0.001739
125 115 1.005531 0.068880 -0.001512
125 116 1.005520 0.064225 -0.001297
125 117 1.005509 0.059401 -0.001095
125 118 1.005499 0.054414 -0.000906
125 119 1.005488 0.049271 -0.000733
125 120 1.005478 0.043978 -0.000576
125 121 1.005468 0.038540 -0.000436
125 122 1.005457 0.032964 -0.000315
125 123 1.005447 0.027254 -0.000213
125 124 1.005437 0.021415 -0.000130
125 125 1.005427 0.015450 -0.000067
125 126 1.005416 0.009362 -0.000025
125 127 1.005406 0.003154 -0.000004
126 0 1.005346 0.003143 0.000003
126 1 1.005357 0.009331 0.000024
126 2 1.005367 0.015399 0.000066
126 3 1.005377 0.021344 0.000127
126 4 1.005387 0.027164 0.000208
126 5 1.005397 0.032855 0.000309
126 6 1.005407 0.038413 0.000428
126 7 1.005417 0.043833 0.000564
126 8 1.005427 0.049110 0.000718
126 9 1.005437 0.054238 0.000888
126 10 1.005448 0.059210 0.001073
126 11 1.005458 0.064022 0.001272
126 12 1.005469 0.068666 0.001483
126 13 1.005480 0.073135 0.001705
126 14 1.005492 0.077425 0.001936
126 15 1.005504 0.081528 0.002175
126 16 1.005516 0.085439 0.002420
126 17 1.005529 0.089152 0.002668
126 18 1.005542 0.092662 0.002919
126 19 1.005556 0.095967 0.003169
126 20 1.005570 0.099061 0.003418
126 21 1.005585 0.101944 0.003662
126 22 1.005601 0.104613 0.003900
126 23 1.005616 0.107067 0.004129
126 24 1.005633 0.109309 0.004349
126 25 1.005650 0.111338 0.004557
126 26 1.005667 0.113158 0.004751
126 27 1.005684 0.114772 0.004930
126 28 1.005702 0.116186 0.005093
126 29 1.005720 0.117405 0.005238
126 30 1.005738 0.118437 0.005364
126 31 1.005757 0.119288 0.005470
126 32 1.005775 0.119967 0.005556
126 33 1.005794 0.120483 0.005622
126 34 1.005812 0.120847 0.005665
126 35 1.005830 0.121068 0.005688
126 36 1.005848 0.121158 0.005689
126 37 1.005866 0.121126 0.005669
126 38 1.005884 0.120985 0.005628
126 39 1.005901 0.120745 0.005566
126 40 1.005917 0.120418 0.005485
126 41 1.005934 0.120015 0.005384
126 42 1.005949 0.119546 0.005266
126 43 1.005964 0.119024 0.005129
126 44 1.005979 0.118457 0.004976
126 45 1.005993 0.117856 0.004807
126 46 1.006006 0.117232 0.004623
126 47 1.006019 0.116592 0.004426
126 48 1.006031 0.115945 0.004216
126 49 1.006042 0.115300 0.003994
126 50 1.006053 0.114665 0.003762
126 51 1.006063 0.114046 0.003519
126 52 1.006072 0.113450 0.003268
126 53 1.006080 0.112883 0.003009
126 54 1.006088 0.112351 0.002742
126 55 1.006095 0.111858 0.002470
126 56 1.006101 0.111409 0.002191
126 57 1.006106 0.111008 0.001909
126 58 1.006111 0.110658 0.001622
126 59 1.006115 0.110362 0.001331
126 60 1.006118 0.110123 0.001038
126 61 1.006120 0.109941 0.000743
126 62 1.006122 0.109820 0.000446
126 63 1.006122 0.109758 0.000149
126 64 1.006122 0.109758 -0.000149
126 65 1.006122 0.109820 -0.000446
126 66 1.006120 0.109941 -0.000743
126 67 1.006118 0.110123 -0.001038
126 68 1.006115 0.110362 -0.001331
126 69 1.006111 0.110658 -0.001622
126 70 1.006106 0.111008 -0.001909
126 71 1.006101 0.111409 -0.002191
126 72 1.006095 0.111858 -0.002470
126 73 1.006088 0.112351 -0.002742
126 74 1.006080 0.112883 -0.003009
126 75 1.006072 0.113450 -0.003268
126 76 1.006063 0.114046 -0.003519
126 77 1.006053 0.114665 -0.003762
126 78 1.006042 0.115300 -0.003994
126 79 1.006031 0.115945 -0.004216
126 80 1.006019 0.116592 -0.004426
126 81 1.006006 0.117232 -0.004623
126 82 1.005993 0.117856 -0.004807
126 83 1.005979 0.118457 -0.004976
126 84 1.005964 0.119024 -0.005129
126 85 1.005949 0.119546 -0.005266
126 86 1.005934 0.120015 -0.005384
126 87 1.005917 0.120418 -0.005485
126 88 1.005901 0.120745 -0.005566
126 89 1.005884 0.120985 -0.005628
126 90 1.005866 0.121126 -0.005669
126 91 1.005848 0.121158 -0.005689
126 92 1.005830 0.121068 -0.005688
126 93 1.005812 0.120847 -0.005665
126 94 1.005794 0.120483 -0.005622
126 95 1.005775 0.119967 -0.005556
126 96 1.005757 0.119288 -0.005470
126 97 1.005738 0.118437 -0.005364
126 98 1.005720 0.117405 -0.005238
126 99 1.005702 0.116186 -0.005093
126 100 1.005684 0.114772 -0.004930
126 101 1.005667 0.113158 -0.004751
126 102 1.005650 0.111338 -0.004557
126 103 1.005633 0.109309 -0.004349
126 104 1.005616 0.107067 -0.004129
126 105 1.005601 0.104613 -0.003900
126 106 1.005585 0.101944 -0.003662
126 107 1.005570 0.099061 -0.003418
126 108 1.005556 0.095967 -0.003169
126 109 1.005542 0.092662 -0.002919
126 110 1.005529 0.089152 -0.002668
126 111 1.005516 0.085439 -0.002420
126 112 1.005504 0.081528 -0.002175
126 113 1.005492 0.077425 -0.001936
126 114 1.005480 0.073135 -0.001705
126 115 1.005469 0.068666 -0.001483
126 116 1.005458 0.064022 -0.001272
126 117 1.005448 0.059210 -0.001073
126 118 1.005437 0.054238 -0.000888
126 119 1.005427 0.049110 -0.000718
126 120 1.005417 0.043833 -0.000564
126 121 1.005407 0.038413 -0.000428
126 122 1.005397 0.032855 -0.000309
126 123 1.005387 0.027164 -0.000208
126 124 1.005377 0.021344 -0.000127
126 125 1.005367 0.015399 -0.000066
126 126 1.005357 0.009331 -0.000024
126 127 1.005346 0.003143 -0.000003
127 0 1.005287 0.003133 0.000003
127 1 1.005297 0.009301 0.000024
127 2 1.005307 0.015349 0.000064
127 3 1.005317 0.021275 0.000125
127 4 1.005327 0.027076 0.000204
127 5 1.005337 0.032749 0.000302
127 6 1.005347 0.038289 0.000419
127 7 1.005356 0.043692 0.000553
127 8 1.005366 0.048952 0.000704
127 9 1.005376 0.054065 0.000871
127 10 1.005386 0.059024 0.001052
127 11 1.005397 0.063822 0.001247
127 12 1.005407 0.068455 0.001454
127 13 1.005418 0.072915 0.001672
127 14 1.005430 0.077196 0.001899
127 15 1.005441 0.081293 0.002134
127 16 1.005453 0.085199 0.002374
127 17 1.005466 0.088909 0.002619
127 18 1.005479 0.092419 0.002865
127 19 1.005493 0.095725 0.003112
127 20 1.005507 0.098823 0.003356
127 21 1.005521 0.101711 0.003597
127 22 1.005536 0.104387 0.003831
127 23 1.005552 0.106851 0.004058
127 24 1.005568 0.109103 0.004275
127 25 1.005584 0.111145 0.004481
127 26 1.005601 0.112979 0.004673
127 27 1.005618 0.114609 0.004851
127 28 1.005636 0.116040 0.005012
127 29 1.005654 0.117278 0.005156
127 30 1.005672 0.118328 0.005282
127 31 1.005690 0.119199 0.005389
127 32 1.005708 0.119899 0.005475
127 33 1.005726 0.120436 0.005541
127 34 1.005744 0.120821 0.005586
127 35 1.005762 0.121064 0.005610
127 36 1.005780 0.121174 0.005613
127 37 1.005797 0.121164 0.005595
127 38 1.005814 0.121043 0.005556
127 39 1.005831 0.120823 0.005497
127 40 1.005848 0.120516 0.005419
127 41 1.005864 0.120131 0.005321
127 42 1.005879 0.119681 0.005205
127 43 1.005894 0.119175 0.005071
127 44 1.005909 0.118625 0.004921
127 45 1.005923 0.118039 0.004756
127 46 1.005936 0.117429 0.004575
127 47 1.005948 0.116802 0.004381
127 48 1.005960 0.116168 0.004174
127 49 1.005971 0.115534 0.003955
127 50 1.005982 0.114909 0.003726
127 51 1.005992 0.114300 0.003486
127 52 1.006001 0.113712 0.003238
127 53 1.006009 0.113153 0.002982
127 54 1.006017 0.112627 0.002718
127 55 1.006023 0.112140 0.002448
127 56 1.006030 0.111697 0.002173
127 57 1.006035 0.111300 0.001893
127 58 1.006039 0.110954 0.001608
127 59 1.006043 0.110661 0.001320
127 60 1.006046 0.110423 0.001030
127 61 1.006049 0.110244 0.000737
127 62 1.006050 0.110123 0.000443
127 63 1.006051 0.110063 0.000148
127 64 1.006051 0.110063 -0.000148
127 65 1.006050 0.110123 -0.000443
127 66 1.006049 0.110244 -0.000737
127 67 1.006046 0.110423 -0.001030
127 68 1.006043 0.110661 -0.001320
127 69 1.006039 0.110954 -0.001608
127 70 1.006035 0.111300 -0.001893
127 71 1.006030 0.111697 -0.002173
127 72 1.006023 0.112140 -0.002448
127 73 1.006017 0.112627 -0.002718
127 74 1.006009 0.113153 -0.002982
127 75 1.006001 0.113712 -0.003238
127 76 1.005992 0.114300 -0.003486
127 77 1.005982 0.114909 -0.003726
127 78 1.005971 0.115534 -0.003955
127 79 1.005960 0.116168 -0.004174
127 80 1.005948 0.116802 -0.004381
127 81 1.005936 0.117429 -0.004575
127 82 1.005923 0.118039 -0.004756
127 83 1.005909 0.118625 -0.004921
127 84 1.005894 0.119175 -0.005071
127 85 1.005879 0.119681 -0.005205
127 86 1.005864 0.120131 -0.005321
127 87 1.005848 0.120516 -0.005419
127 88 1.005831 0.120823 -0.005497
127 89 1.005814 0.121043 -0.005556
127 90 1.005797 0.121164 -0.005595
