t,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99
0.284000,97.465988,94.936516,92.416092,89.909195,87.420197,84.953407,82.513008,80.103043,77.727379,75.389740,73.093628,70.842354,68.638992,66.486382,64.387131,62.343578,60.357815,58.431664,56.566681,54.764172,53.025150,51.350407,49.740440,48.195534,46.715710,45.300777,43.950317,42.663696,41.440109,40.278545,39.177853,38.136703,37.153656,36.227123,35.355438,34.536819,33.769424,33.051334,32.380596,31.755211,31.173166,30.632427,30.130970,29.666779,29.237858,28.842241,28.478003,28.143253,27.836166,27.554958,27.297918,27.063387,26.849787,26.655596,26.479372,26.319742,26.175404,26.045128,25.927761,25.822208,25.727459,25.642557,25.566622,25.498823,25.438404,25.384657,25.336931,25.294632,25.257204,25.224155,25.195017,25.169382,25.146864,25.127123,25.109846,25.094755,25.081596,25.070141,25.060190,25.051559,25.044086,25.037632,25.032061,25.027266,25.023138,25.019596,25.016560,25.013960,25.011734,25.009832,25.008205,25.006811,25.005617,25.004589,25.003698,25.002922,25.002234,25.001617,25.001049,25.000517
0.284500,97.468216,94.940948,92.422722,89.917969,87.431084,84.966339,82.527924,80.119850,77.746010,75.410088,73.115601,70.865837,68.663864,66.512527,64.414429,62.371899,60.387028,58.461639,56.597298,54.795284,53.056648,51.382153,49.772324,48.227428,46.747509,45.332371,43.981602,42.694588,41.470505,40.308376,39.207031,38.165176,37.181351,36.254002,35.381443,34.561920,33.793587,33.074539,32.402821,31.776449,31.193409,30.651678,30.149233,29.684063,29.254179,28.857618,28.492455,28.156809,27.848848,27.566801,27.308949,27.073645,26.859299,26.664400,26.487503,26.327236,26.182295,26.051455,25.933550,25.827503,25.732285,25.646952,25.570610,25.502439,25.441673,25.387608,25.339590,25.297020,25.259350,25.226072,25.196733,25.170910,25.148226,25.128330,25.110918,25.095701,25.082432,25.070879,25.060837,25.052126,25.044586,25.038065,25.032440,25.027594,25.023424,25.019844,25.016773,25.014143,25.011892,25.009968,25.008320,25.006908,25.005699,25.004656,25.003754,25.002966,25.002270,25.001640,25.001066,25.000525
0.285000,97.470428,94.945381,92.429321,89.926727,87.441933,84.979240,82.542793,80.136627,77.764595,75.430389,73.137520,70.889259,68.688675,66.538620,64.441658,62.400154,60.416176,58.491554,56.627842,54.826344,53.088081,51.413841,49.804146,48.259270,46.779255,45.363914,44.012844,42.725426,41.500866,40.338161,39.236183,38.193615,37.209026,36.280853,35.407433,34.587006,33.817738,33.097733,32.425041,31.797684,31.213654,30.670931,30.167500,29.701355,29.270510,28.873005,28.506920,28.170376,27.861547,27.578657,27.319998,27.083916,26.868830,26.673222,26.495653,26.334747,26.189205,26.057795,25.939362,25.832809,25.737129,25.651358,25.574614,25.506067,25.444958,25.390572,25.342260,25.299421,25.261503,25.228003,25.198456,25.172449,25.149591,25.129547,25.111994,25.096655,25.083273,25.071619,25.061489,25.052700,25.045086,25.038504,25.032822,25.027925,25.023712,25.020094,25.016989,25.014330,25.012053,25.010103,25.008436,25.007008,25.005781,25.004725,25.003809,25.003012,25.002302,25.001667,25.001081,25.000532
0.285500,97.472649,94.949783,92.435921,89.935448,87.452766,84.992104,82.557632,80.153351,77.783134,75.450645,73.159378,70.912621,68.713440,66.564636,64.468834,62.428345,60.445263,58.521404,56.658329,54.857334,53.119457,51.445473,49.835911,48.291054,46.810947,45.395409,44.044037,42.756229,41.531178,40.367920,39.265297,38.222027,37.236671,36.307686,35.433403,34.612076,33.841881,33.120918,32.447258,31.818916,31.233896,30.690186,30.185772,29.718653,29.286848,28.888403,28.521397,28.183958,27.874258,27.590532,27.331062,27.094204,26.878374,26.682062,26.503819,26.342276,26.196131,26.064154,25.945185,25.838137,25.741985,25.655781,25.578630,25.509712,25.448252,25.393549,25.344942,25.301832,25.263668,25.229940,25.200191,25.173992,25.150970,25.130768,25.113079,25.097614,25.084120,25.072367,25.062147,25.053276,25.045591,25.038944,25.033207,25.028259,25.024004,25.020346,25.017208,25.014517,25.012213,25.010242,25.008553,25.007107,25.005865,25.004793,25.003866,25.003056,25.002338,25.001692,25.001099,25.000540
0.286000,97.474846,94.954193,92.442482,89.944168,87.463554,85.004936,82.572426,80.170044,77.801620,75.470848,73.181190,70.935936,68.738129,66.590607,64.495941,62.456478,60.474285,58.551189,56.688751,54.888264,53.150768,51.477043,49.867619,48.322784,46.842590,45.426853,44.075188,42.786983,41.561459,40.397633,39.294384,38.250408,37.264294,36.334492,35.459354,34.637135,33.866009,33.144100,32.469467,31.840147,31.254141,30.709444,30.204048,29.735958,29.303196,28.903809,28.535887,28.197552,27.886988,27.602419,27.342144,27.104509,26.887939,26.690916,26.512003,26.349821,26.203074,26.070528,25.951027,25.843477,25.746861,25.660217,25.582664,25.513367,25.451563,25.396536,25.347635,25.304256,25.265842,25.231890,25.201931,25.175549,25.152351,25.132000,25.114168,25.098579,25.084972,25.073118,25.062807,25.053858,25.046101,25.039391,25.033594,25.028599,25.024296,25.020601,25.017427,25.014706,25.012377,25.010380,25.008673,25.007206,25.005949,25.004864,25.003923,25.003101,25.002373,25.001719,25.001116,25.000549
0.286500,97.477051,94.958572,92.449051,89.952843,87.474335,85.017731,82.587189,80.186684,77.820068,75.490997,73.202950,70.959190,68.762772,66.616508,64.522995,62.484543,60.503246,58.580914,56.719109,54.919132,53.182018,51.508553,49.899273,48.354462,46.874176,45.458252,44.106285,42.817699,41.591694,40.427319,39.323429,38.278763,37.291889,36.361279,35.485287,34.662174,33.890129,33.167267,32.491673,31.861374,31.274385,30.728703,30.222330,29.753271,29.319551,28.919228,28.550386,28.211161,27.899727,27.614325,27.353239,27.114832,26.897518,26.699791,26.520203,26.357384,26.210033,26.076920,25.956884,25.848835,25.751747,25.664673,25.586710,25.517038,25.454884,25.399538,25.350342,25.306690,25.268028,25.233847,25.203684,25.177109,25.153746,25.133234,25.115267,25.099550,25.085831,25.073874,25.063475,25.054441,25.046614,25.039839,25.033987,25.028938,25.024593,25.020857,25.017649,25.014898,25.012539,25.010521,25.008791,25.007309,25.006033,25.004934,25.003981,25.003147,25.002409,25.001743,25.001133,25.000557
0.287000,97.479240,94.962959,92.455574,89.961517,87.485069,85.030502,82.601906,80.203293,77.838470,75.511101,73.224655,70.982391,68.787354,66.642357,64.549980,62.512550,60.532143,58.610577,56.749409,54.949940,53.213207,51.540009,49.930866,48.386082,46.905716,45.489594,44.137344,42.848366,41.621895,40.456959,39.352451,38.307083,37.319462,36.388046,35.511200,34.687199,33.914230,33.190430,32.513870,31.882599,31.294628,30.747967,30.240616,29.770590,29.335917,28.934656,28.564899,28.224781,27.912483,27.626242,27.364353,27.125168,26.907116,26.708679,26.528421,26.364964,26.217010,26.083328,25.962757,25.854206,25.756655,25.669138,25.590773,25.520721,25.458220,25.402552,25.353060,25.309135,25.270224,25.235817,25.205442,25.178682,25.155144,25.134481,25.116369,25.100529,25.086695,25.074636,25.064144,25.055033,25.047131,25.040291,25.034380,25.029284,25.024891,25.021116,25.017874,25.015089,25.012707,25.010662,25.008913,25.007410,25.006121,25.005005,25.004040,25.003195,25.002445,25.001770,25.001150,25.000566
0.287500,97.481438,94.967316,92.462105,89.970146,87.495789,85.043228,82.616600,80.219849,77.856827,75.531158,73.246307,71.005531,68.811874,66.668144,64.576904,62.540493,60.560978,58.640175,56.779644,54.980682,53.244343,51.571400,49.962406,48.417648,46.937199,45.520893,44.168350,42.878998,41.652050,40.486572,39.381432,38.335381,37.347004,36.414787,35.537098,34.712208,33.938324,33.213581,32.536064,31.903818,31.314873,30.767231,30.258907,29.787914,29.352291,28.950094,28.579424,28.238415,27.925253,27.638176,27.375479,27.135525,26.916729,26.717588,26.536654,26.372562,26.224005,26.089754,25.968647,25.859596,25.761572,25.673622,25.594847,25.524422,25.461569,25.405579,25.355787,25.311592,25.272430,25.237793,25.207214,25.180262,25.156553,25.135731,25.117483,25.101513,25.087564,25.075403,25.064821,25.055626,25.047651,25.040747,25.034779,25.029629,25.025194,25.021378,25.018099,25.015285,25.012873,25.010807,25.009033,25.007515,25.006207,25.005079,25.004099,25.003242,25.002481,25.001797,25.001167,25.000574
0.288000,97.483612,94.971680,92.468597,89.978775,87.506470,85.055939,82.631241,80.236382,77.875130,75.551163,73.267906,71.028625,68.836342,66.693871,64.603775,62.568375,60.589748,58.669712,56.809814,55.011372,53.275410,51.602737,49.993885,48.449162,46.968632,45.552139,44.199318,42.909580,41.682175,40.516140,39.410389,38.363644,37.374527,36.441509,35.562973,34.737202,33.962406,33.236725,32.558250,31.925037,31.335114,30.786499,30.277201,29.805246,29.368671,28.965544,28.593960,28.252062,27.938036,27.650124,27.386623,27.145893,26.926361,26.726511,26.544909,26.380175,26.231016,26.096195,25.974556,25.865000,25.766508,25.678118,25.598938,25.528131,25.464931,25.408617,25.358530,25.314058,25.274647,25.239782,25.208992,25.181852,25.157967,25.136993,25.118599,25.102503,25.088440,25.076178,25.065500,25.056225,25.048176,25.041206,25.035179,25.029980,25.025497,25.021641,25.018328,25.015482,25.013042,25.010950,25.009159,25.007618,25.006296,25.005152,25.004160,25.003290,25.002520,25.001823,25.001184,25.000584
0.288500,97.485794,94.976013,92.475098,89.987358,87.517143,85.068596,82.645866,80.252853,77.893402,75.571114,73.289459,71.051659,68.860756,66.719536,64.630577,62.596195,60.618462,58.699184,56.839931,55.041992,53.306423,51.634014,50.025311,48.480621,47.000011,45.583340,44.230232,42.940125,41.712250,40.545681,39.439304,38.391884,37.402020,36.468208,35.588829,34.762184,33.986473,33.259857,32.580429,31.946251,31.355358,30.805765,30.295502,29.822584,29.385063,28.981001,28.608507,28.265720,27.950832,27.662086,27.397781,27.156281,26.936007,26.735453,26.553175,26.387808,26.238043,26.102655,25.980476,25.870422,25.771458,25.682631,25.603041,25.531858,25.468306,25.411669,25.361282,25.316538,25.276875,25.241779,25.210781,25.183447,25.159393,25.138258,25.119726,25.103498,25.089323,25.076954,25.066187,25.056826,25.048704,25.041668,25.035585,25.030331,25.025805,25.021908,25.018557,25.015680,25.013212,25.011097,25.009281,25.007725,25.006384,25.005226,25.004219,25.003338,25.002556,25.001852,25.001204,25.000591
0.289000,97.487961,94.980354,92.481552,89.995949,87.527763,85.081245,82.660431,80.269302,77.911613,75.591026,73.310951,71.074638,68.885101,66.745148,64.657326,62.623955,60.647110,58.728600,56.869980,55.072556,53.337376,51.665234,50.056683,48.512024,47.031345,45.614491,44.261105,42.970623,41.742294,40.575176,39.468197,38.420090,37.429489,36.494884,35.614670,34.787144,34.010532,33.282982,32.602604,31.967463,31.375597,30.825039,30.313803,29.839930,29.401459,28.996471,28.623066,28.279392,27.963644,27.674065,27.408957,27.166683,26.945671,26.744410,26.561462,26.395454,26.245089,26.109129,25.986418,25.875856,25.776426,25.687157,25.607161,25.535597,25.471695,25.414732,25.364048,25.319027,25.279114,25.243788,25.212576,25.185055,25.160824,25.139534,25.120855,25.104504,25.090208,25.077740,25.066875,25.057434,25.049236,25.042135,25.035992,25.030687,25.026114,25.022175,25.018789,25.015881,25.013386,25.011244,25.009409,25.007830,25.006474,25.005301,25.004280,25.003386,25.002594,25.001879,25.001221,25.000601
0.289500,97.490135,94.984673,92.488022,90.004486,87.538383,85.093842,82.674980,80.285690,77.929794,75.610878,73.332397,71.097557,68.909401,66.770699,64.684006,62.651657,60.675697,58.757950,56.899967,55.103058,53.368267,51.696396,50.087994,48.543377,47.062622,45.645592,44.291931,43.001080,41.772289,40.604649,39.497047,38.448273,37.456928,36.521538,35.640491,34.812096,34.034576,33.306099,32.624771,31.988670,31.395840,30.844309,30.332113,29.857279,29.417868,29.011948,28.637636,28.293077,27.976467,27.686056,27.420147,27.177103,26.955349,26.753384,26.569763,26.403120,26.252148,26.115622,25.992373,25.881311,25.781404,25.691702,25.611294,25.539352,25.475096,25.417809,25.366823,25.321529,25.281363,25.245804,25.214384,25.186666,25.162266,25.140814,25.121996,25.105511,25.091103,25.078526,25.067574,25.058044,25.049774,25.042604,25.036404,25.031046,25.026424,25.022446,25.019024,25.016083,25.013559,25.011395,25.009535,25.007938,25.006563,25.005375,25.004341,25.003435,25.002632,25.001907,25.001240,25.000610
0.290000,97.492294,94.988991,92.494446,90.013031,87.548950,85.106430,82.689468,80.302055,77.947914,75.630692,73.353783,71.120438,68.933640,66.796188,64.710640,62.679291,60.704224,58.787239,56.929897,55.133499,53.399101,51.727497,50.119251,48.574673,47.093849,45.676647,44.322712,43.031494,41.802258,40.634071,39.525875,38.476418,37.484348,36.548168,35.666294,34.837029,34.058609,33.329205,32.646935,32.009876,31.416079,30.863585,30.350422,29.874638,29.434280,29.027437,28.652216,28.306774,27.989305,27.698063,27.431353,27.187536,26.965046,26.762373,26.578083,26.410799,26.259228,26.122128,25.998344,25.886778,25.786406,25.696257,25.615442,25.543118,25.478512,25.420897,25.369612,25.324041,25.283621,25.247831,25.216198,25.188292,25.163712,25.142105,25.123138,25.106529,25.091999,25.079323,25.068272,25.058661,25.050314,25.043079,25.036818,25.031406,25.026739,25.022718,25.019258,25.016287,25.013735,25.011543,25.009665,25.008047,25.006655,25.005451,25.004404,25.003485,25.002670,25.001936,25.001259,25.000620
0.290500,97.494453,94.993286,92.500877,90.021523,87.559517,85.118958,82.703949,80.318359,77.966003,75.650444,73.375130,71.143250,68.957825,66.821625,64.737198,62.706871,60.732689,58.816467,56.959763,55.163883,53.429874,51.758545,50.150452,48.605915,47.125027,45.707649,44.353447,43.061867,41.832176,40.663471,39.554661,38.504539,37.511738,36.574780,35.692074,34.861946,34.082630,33.352303,32.669090,32.031075,31.436319,30.882858,30.368740,29.891998,29.450705,29.042934,28.666809,28.320482,28.002157,27.710085,27.442572,27.197987,26.974758,26.771381,26.586416,26.418499,26.266319,26.128654,26.004332,25.892263,25.791416,25.700830,25.619602,25.546900,25.481937,25.423998,25.372412,25.326565,25.285891,25.249868,25.218025,25.189922,25.165169,25.143398,25.124294,25.107548,25.092907,25.080120,25.068977,25.059280,25.050859,25.043556,25.037235,25.031771,25.027056,25.022993,25.019497,25.016493,25.013912,25.011696,25.009792,25.008158,25.006748,25.005527,25.004467,25.003536,25.002710,25.001965,25.001278,25.000629
0.291000,97.496597,94.997581,92.507271,90.030022,87.570030,85.131477,82.718369,80.334648,77.984039,75.670166,73.396416,71.166016,68.981949,66.846992,64.763710,62.734386,60.761093,58.845634,56.989571,55.194202,53.460590,51.789536,50.181599,48.637104,47.156151,45.738609,44.384136,43.092197,41.862061,40.692822,39.583420,38.532627,37.539104,36.601364,35.717838,34.886845,34.106636,33.375393,32.691238,32.052273,31.456556,30.902138,30.387056,29.909370,29.467133,29.058441,28.681412,28.334204,28.015022,27.722120,27.453808,27.208452,26.984486,26.780403,26.594770,26.426210,26.273432,26.135193,26.010338,25.897762,25.796444,25.705416,25.623781,25.550694,25.485378,25.427111,25.375225,25.329100,25.288170,25.251917,25.219858,25.191565,25.166630,25.144705,25.125450,25.108580,25.093815,25.080925,25.069685,25.059906,25.051407,25.044037,25.037655,25.032139,25.027376,25.023272,25.019737,25.016701,25.014091,25.011848,25.009924,25.008268,25.006842,25.005606,25.004530,25.003588,25.002750,25.001993,25.001297,25.000639
0.291500,97.498749,95.001846,92.513672,90.038475,87.580536,85.143944,82.732773,80.350876,78.002045,75.689827,73.417656,71.188721,69.006012,66.872314,64.790154,62.761845,60.789436,58.874741,57.019314,55.224464,53.491245,51.820465,50.212688,48.668243,47.187225,45.769516,44.414780,43.122482,41.891903,40.722145,39.612141,38.560692,37.566441,36.627934,35.743580,34.911732,34.130630,33.398468,32.713383,32.073467,31.476795,30.921415,30.405382,29.926743,29.483572,29.073957,28.696026,28.347939,28.027901,27.734171,27.465057,27.218933,26.994230,26.789444,26.603136,26.433945,26.280558,26.141752,26.016356,25.903278,25.801487,25.710018,25.627970,25.554502,25.488832,25.430239,25.378048,25.331646,25.290462,25.253973,25.221703,25.193211,25.168104,25.146013,25.126619,25.109612,25.094734,25.081734,25.070400,25.060534,25.051960,25.044521,25.038078,25.032509,25.027699,25.023552,25.019981,25.016911,25.014271,25.012005,25.010056,25.008381,25.006935,25.005684,25.004595,25.003639,25.002790,25.002024,25.001316,25.000648
0.292000,97.500877,95.006126,92.520035,90.046928,87.590996,85.156403,82.747116,80.367081,78.019989,75.709450,73.438843,71.211372,69.030029,66.897568,64.816544,62.789238,60.817719,58.903786,57.049000,55.254665,53.521843,51.851341,50.243725,48.699326,47.218250,45.800377,44.445377,43.152729,41.921707,40.751427,39.640835,38.588722,37.593758,36.654472,35.769310,34.936600,34.154613,33.421539,32.735519,32.094658,31.497030,30.940697,30.423706,29.944124,29.500015,29.089483,28.710651,28.361685,28.040792,27.746235,27.476324,27.229431,27.003990,26.798500,26.611525,26.441690,26.287703,26.148323,26.022392,25.908810,25.806545,25.714634,25.632175,25.558323,25.492300,25.433376,25.380884,25.334204,25.292763,25.256041,25.223555,25.194870,25.169582,25.147335,25.127789,25.110655,25.095654,25.082550,25.071119,25.061167,25.052517,25.045010,25.038506,25.032881,25.028025,25.023834,25.020226,25.017122,25.014454,25.012159,25.010191,25.008493,25.007030,25.005764,25.004660,25.003691,25.002831,25.002052,25.001335,25.000658
0.292500,97.503021,95.010368,92.526398,90.055344,87.601456,85.168800,82.761452,80.383224,78.037903,75.729019,73.459984,71.233978,69.053986,66.922775,64.842865,62.816574,60.845940,58.932770,57.078625,55.284809,53.552383,51.882156,50.274704,48.730358,47.249222,45.831188,44.475933,43.182930,41.951473,40.780678,39.669491,38.616726,37.621044,36.680996,35.795013,34.961456,34.178581,33.444599,32.757648,32.115845,31.517267,30.959976,30.442038,29.961508,29.516470,29.105019,28.725286,28.375443,28.053698,27.758312,27.487604,27.239944,27.013767,26.807573,26.619925,26.449455,26.294861,26.154913,26.028444,25.914356,25.811619,25.719267,25.636393,25.562160,25.495779,25.436527,25.383732,25.336771,25.295074,25.258116,25.225418,25.196535,25.171072,25.148659,25.128971,25.111700,25.096584,25.083370,25.071844,25.061806,25.053078,25.045502,25.038937,25.033257,25.028351,25.024118,25.020473,25.017336,25.014637,25.012320,25.010324,25.008608,25.007126,25.005844,25.004726,25.003744,25.002871,25.002083,25.001354,25.000668
0.293000,97.505142,95.014626,92.532730,90.063759,87.611862,85.181198,82.775726,80.399353,78.055756,75.748550,73.481071,71.256523,69.077888,66.947914,64.869141,62.843849,60.874100,58.961697,57.108189,55.314892,53.582863,51.912918,50.305630,48.761333,47.280144,45.861954,44.506439,43.213089,41.981201,40.809891,39.698120,38.644699,37.648308,36.707489,35.820705,34.986294,34.202541,33.467648,32.779774,32.137028,31.537500,30.979261,30.460369,29.978901,29.532928,29.120564,28.739933,28.389212,28.066614,27.770405,27.498899,27.250471,27.023560,26.816662,26.628344,26.457235,26.302038,26.161518,26.034512,25.919918,25.816708,25.723911,25.640627,25.566008,25.499273,25.439692,25.386591,25.339352,25.297396,25.260204,25.227287,25.198212,25.172567,25.149994,25.130156,25.112757,25.097517,25.084198,25.072573,25.062449,25.053642,25.045998,25.039370,25.033636,25.028681,25.024406,25.020721,25.017551,25.014824,25.012478,25.010462,25.008722,25.007223,25.005924,25.004793,25.003798,25.002913,25.002111,25.001375,25.000677
0.293500,97.507271,95.018852,92.539062,90.072128,87.622269,85.193542,82.789986,80.415413,78.073593,75.768021,73.502113,71.279022,69.101738,66.973007,64.895348,62.871067,60.902203,58.990559,57.137695,55.344917,53.613289,51.943623,50.336498,48.792259,47.311016,45.892670,44.536903,43.243210,42.010887,40.839069,39.726715,38.672646,37.675541,36.733971,35.846371,35.011120,34.226486,33.490688,32.801888,32.158207,31.557734,30.998543,30.478708,29.996296,29.549398,29.136114,28.754589,28.402994,28.079546,27.782511,27.510208,27.261015,27.033367,26.825768,26.636778,26.465033,26.309231,26.168140,26.040594,25.925497,25.821812,25.728573,25.644873,25.569872,25.502779,25.442867,25.389463,25.341940,25.299730,25.262299,25.229170,25.199894,25.174072,25.151335,25.131351,25.113815,25.098457,25.085028,25.073309,25.063095,25.054211,25.046495,25.039808,25.034018,25.029015,25.024694,25.020973,25.017769,25.015011,25.012640,25.010597,25.008841,25.007320,25.006006,25.004860,25.003851,25.002954,25.002144,25.001394,25.000687
0.294000,97.509384,95.023079,92.545364,90.080498,87.632622,85.205879,82.804192,80.431465,78.091354,75.787460,73.523094,71.301468,69.125534,66.998032,64.921509,62.898224,60.930244,59.019363,57.167141,55.374886,53.643654,51.974270,50.367313,48.823132,47.341839,45.923336,44.567322,43.273285,42.040539,40.868210,39.755276,38.700562,37.702755,36.760418,35.872025,35.035923,34.250420,33.513718,32.823997,32.179382,31.577965,31.017830,30.497047,30.013700,29.565870,29.151678,28.769257,28.416788,28.092489,27.794630,27.521532,27.271574,27.043192,26.834887,26.645229,26.472845,26.316441,26.174778,26.046696,25.931089,25.826931,25.733248,25.649136,25.573748,25.506298,25.446056,25.392345,25.344543,25.302073,25.264408,25.231058,25.201586,25.175583,25.152685,25.132551,25.114883,25.099401,25.085867,25.074047,25.063747,25.054783,25.046999,25.040247,25.034403,25.029348,25.024988,25.021227,25.017988,25.015200,25.012800,25.010738,25.008957,25.007421,25.006088,25.004927,25.003906,25.002996,25.002174,25.001415,25.000696
0.294500,97.511497,95.027290,92.551659,90.088821,87.642975,85.218155,82.818382,80.447449,78.109100,75.806831,73.544037,71.323860,69.149269,67.023018,64.947601,62.925327,60.958225,59.048107,57.196529,55.404789,53.673962,52.004864,50.398075,48.853951,47.372608,45.953960,44.597694,43.303322,42.070145,40.897316,39.783806,38.728451,37.729939,36.786854,35.897652,35.060719,34.274334,33.536739,32.846100,32.200550,31.598196,31.037115,30.515392,30.031105,29.582355,29.167248,28.783936,28.430593,28.105446,27.806765,27.532871,27.282146,27.053030,26.844025,26.653694,26.480677,26.323666,26.181433,26.052809,25.936699,25.832064,25.737938,25.653410,25.577639,25.509830,25.449257,25.395241,25.347157,25.304428,25.266521,25.232958,25.203285,25.177105,25.154039,25.133760,25.115955,25.100355,25.086708,25.074793,25.064402,25.055361,25.047504,25.040691,25.034790,25.029688,25.025282,25.021482,25.018209,25.015390,25.012966,25.010876,25.009077,25.007521,25.006172,25.004995,25.003960,25.003040,25.002205,25.001434,25.000708
0.295000,97.513603,95.031494,92.557930,90.097145,87.653282,85.230431,82.832512,80.463417,78.126778,75.826180,73.564919,71.346199,69.172958,67.047928,64.973640,62.952366,60.986149,59.076794,57.225853,55.434639,53.704212,52.035397,50.428783,48.884716,47.403332,45.984531,44.628025,43.333309,42.099720,40.926384,39.812305,38.756306,37.757099,36.813259,35.923267,35.085491,34.298244,33.559750,32.868195,32.221718,31.618422,31.056402,30.533737,30.048521,29.598843,29.182829,28.798622,28.444410,28.118416,27.818913,27.544226,27.292736,27.062885,26.853176,26.662178,26.488520,26.330908,26.188103,26.058941,25.942322,25.837214,25.742641,25.657701,25.581541,25.513376,25.452471,25.398148,25.349781,25.306791,25.268650,25.234865,25.204996,25.178631,25.155405,25.134974,25.117035,25.101313,25.087557,25.075541,25.065063,25.055941,25.048016,25.041138,25.035181,25.030029,25.025579,25.021740,25.018433,25.015583,25.013130,25.011019,25.009195,25.007622,25.006256,25.005064,25.004017,25.003082,25.002237,25.001455,25.000717
0.295500,97.515701,95.035683,92.564194,90.105438,87.663582,85.242645,82.846634,80.479324,78.144440,75.845459,73.585770,71.368484,69.196587,67.072792,64.999619,62.979347,61.014015,59.105419,57.255123,55.464428,53.734406,52.065880,50.459435,48.915436,47.434002,46.015060,44.658306,43.363266,42.129246,40.955421,39.840767,38.784138,37.784233,36.839649,35.948856,35.110252,34.322136,33.582752,32.890285,32.242878,31.638649,31.075687,30.552090,30.065937,29.615339,29.198416,28.813322,28.458239,28.131397,27.831074,27.555593,27.303341,27.072756,26.862345,26.670675,26.496384,26.338163,26.194788,26.065088,25.947962,25.842377,25.747362,25.662004,25.585459,25.516933,25.455696,25.401066,25.352415,25.309168,25.270784,25.236784,25.206713,25.180170,25.156775,25.136194,25.118120,25.102276,25.088409,25.076294,25.065727,25.056528,25.048529,25.041590,25.035576,25.030373,25.025879,25.022001,25.018658,25.015778,25.013298,25.011160,25.009317,25.007723,25.006342,25.005135,25.004072,25.003126,25.002268,25.001476,25.000727
0.296000,97.517799,95.039864,92.570435,90.113716,87.673836,85.254860,82.860703,80.495216,78.162033,75.864716,73.606552,71.390724,69.220161,67.097595,65.025543,63.006271,61.041821,59.133987,57.284332,55.494160,53.764542,52.096302,50.490036,48.946095,47.464626,46.045536,44.688549,43.393169,42.158745,40.984417,39.869202,38.811935,37.811344,36.866009,35.974430,35.134995,34.346016,33.605743,32.912365,32.264038,31.658873,31.094978,30.570440,30.083361,29.631842,29.214014,28.828028,28.472078,28.144392,27.843248,27.566977,27.313959,27.082642,26.871529,26.679192,26.504259,26.345438,26.201490,26.071249,25.953617,25.847557,25.752094,25.666323,25.589390,25.520504,25.458935,25.403996,25.355062,25.311552,25.272932,25.238710,25.208443,25.181713,25.158154,25.137423,25.119213,25.103245,25.089268,25.077053,25.066397,25.057116,25.049047,25.042044,25.035973,25.030720,25.026180,25.022263,25.018885,25.015974,25.013466,25.011305,25.009439,25.007828,25.006428,25.005205,25.004129,25.003170,25.002300,25.001497,25.000738
0.296500,97.519890,95.044029,92.576660,90.121971,87.684082,85.267021,82.874756,80.511047,78.179611,75.883904,73.627296,71.412903,69.243683,67.122353,65.051407,63.033138,61.069565,59.162498,57.313480,55.523834,53.794621,52.126671,50.520576,48.976711,47.495193,46.075970,44.718739,43.423042,42.188194,41.013386,39.897598,38.839710,37.838421,36.892353,35.999981,35.159721,34.369884,33.628723,32.934441,32.285191,31.679098,31.114265,30.588797,30.100786,29.648352,29.229618,28.842747,28.485929,28.157400,27.855436,27.578373,27.324593,27.092543,26.880730,26.687721,26.512154,26.352726,26.208206,26.077429,25.959288,25.852751,25.756844,25.670654,25.593334,25.524090,25.462183,25.406939,25.357719,25.313948,25.275087,25.240648,25.210176,25.183266,25.159540,25.138659,25.120312,25.104221,25.090132,25.077816,25.067070,25.057711,25.049568,25.042501,25.036373,25.031069,25.026485,25.022528,25.019114,25.016171,25.013636,25.011450,25.009563,25.007931,25.006516,25.005278,25.004187,25.003214,25.002333,25.001518,25.000748
0.297000,97.521973,95.048187,92.582870,90.130203,87.694290,85.279175,82.888748,80.526863,78.197121,75.903069,73.647980,71.435043,69.267151,67.147041,65.077225,63.059940,61.097256,59.190945,57.342575,55.553448,53.824642,52.156982,50.551071,49.007263,47.525723,46.106350,44.748894,43.452862,42.217617,41.042309,39.925972,38.867447,37.865482,36.918667,36.025520,35.184429,34.393738,33.651695,32.956509,32.306339,31.699318,31.133556,30.607153,30.118219,29.664867,29.245232,28.857475,28.499792,28.170418,27.867640,27.589783,27.335241,27.102459,26.889944,26.696268,26.520063,26.360031,26.214941,26.083622,25.964973,25.857960,25.761606,25.675001,25.597292,25.527685,25.465448,25.409891,25.360390,25.316355,25.277254,25.242592,25.211922,25.184826,25.160934,25.139900,25.121418,25.105202,25.091002,25.078585,25.067749,25.058308,25.050095,25.042961,25.036777,25.031422,25.026793,25.022795,25.019344,25.016371,25.013807,25.011597,25.009687,25.008038,25.006603,25.005350,25.004244,25.003260,25.002365,25.001539,25.000759
